"","mcc","dollars","spend_month","mcc_grp_jpmci","mcc_merchant_type"
"330",8042,141119.79,1.19574802148825,"healthcare_optl_gen","Optometrists and Ophthalmologists"
"331",8043,192247.87,1.62897075022454,"healthcare_optl_rtl","Opticians, Opticians Goods and Eyeglasses"
"332",8049,5996.39,0.0508091138639869,"healthcare_phys_oth","Podiatrists and Chiropodists"
"333",8050,5014.3,0.0424875866393262,"healthcare_phys_oth","Nursing and Personal Care Facilities"
"334",8062,320506.54,2.71574285278517,"healthcare_hosp","Hospitals"
"335",8071,49545.23,0.419810791574167,"healthcare_phys_oth","Medical and Dental Laboratories"
"336",8099,654424.3,5.54512277788134,"healthcare_svcs_oth","Medical Services and Health Practitioners (Not Elsewhere Classified)"
"337",8111,251067.73,2.12736811333864,"profperslsvcs_unpred","Legal Services and Attorneys"
"338",8211,95836.16,0.812046975885034,"school","Elementary and Secondary Schools"
"339",8220,687280.44,5.82352217458354,"school","Colleges, Junior Colleges, Universities, and ProfessionalSchools"
"340",8241,2610.76,0.0221217102475894,"school","Correspondence Schools"
"341",8244,3717.94,0.0315031605348337,"school","Business and Secretarial Schools"
"342",8249,16974.12,0.143826534935349,"school","Vocational Schools and Trade Schools"
"343",8299,435850.7,3.69308664779949,"school","Schools and Educational Services ( Not Elsewhere Classified)"
"344",8351,165991.33,1.40649163686895,"profperslsvcs_main","Child Care Services"
"345",8398,463647.71,3.92861860055246,"notforprofitorg","Charitable and Social Service Organizations"
"346",8641,94614.54,0.801695843006999,"membershiporg","Civic, Fraternal, and Social Associations"
"347",8651,7633.75,0.0646829297225847,"politcalorg","Political Organizations"
"348",8661,152237.1,1.28994814350353,"notforprofitorg","Religious Organizations"
"349",8675,55298.39,0.468558948634954,"membershiporg","Automobile Associations"
"350",8699,137132.66,1.16196393770442,"membershiporg","Membership Organizations ( Not Elsewhere Classified)"
"351",8734,4978.62,0.0421852598756122,"profperslsvcs_main","Testing Laboratories ( non-medical)"
"352",8931,241130.75,2.04316926231592,"profperslsvcs_main","Accounting, Auditing, and Bookkeeping Services"
"353",8999,492668.88,4.17452320832415,"onlinemarket","Professional Services ( Not Elsewhere Defined)"
"354",9211,81880.84,0.693799589893067,"others_main","Court Costs, including Alimony and Child Support"
"355",9222,123230.56,1.0441674998729,"others_unpred","Fines"
"356",9223,17068.72,0.14462810757681,"others_main","Bail and Bond Payments"
"357",9311,286543.87,2.42796751343015,"others_tax","Tax Payments"
"358",9399,1263108.2,10.7026741683472,"others_main","Government Services ( Not Elsewhere Classified)"
"359",9402,518449.33,4.39296827602569,"others_main","Postal Services - Government Only"
